filename,fold,chroma_stft_mean,chroma_stft_variance,rmse_mean,rmse_variance,spectral_centroid_mean,spectral_centroid_variance,spectral_bandwidth_mean,spectral_bandwidth_variance,spectral_rolloff_mean,spectral_rolloff_variance,zero_crossing_rate_mean,zero_crossing_rate_variance,MFCC_1_mean,MFCC_1_variance,MFCC_2_mean,MFCC_2_variance,MFCC_3_mean,MFCC_3_variance,MFCC_4_mean,MFCC_4_variance,MFCC_5_mean,MFCC_5_variance,MFCC_6_mean,MFCC_6_variance,MFCC_7_mean,MFCC_7_variance,MFCC_8_mean,MFCC_8_variance,MFCC_9_mean,MFCC_9_variance,MFCC_10_mean,MFCC_10_variance,MFCC_11_mean,MFCC_11_variance,MFCC_12_mean,MFCC_12_variance,MFCC_13_mean,MFCC_13_variance,MFCC_14_mean,MFCC_14_variance,MFCC_15_mean,MFCC_15_variance,MFCC_16_mean,MFCC_16_variance,MFCC_17_mean,MFCC_17_variance,MFCC_18_mean,MFCC_18_variance,MFCC_19_mean,MFCC_19_variance,MFCC_20_mean,MFCC_20_variance,class_ID
104625-4-1-20,7,0.64001775,0.04721089,0.049384866,0.000506013,3148.474504,37685.18334,2265.32177,36455.08805,5598.695047,101535.6105,0.222746568,0.001874452,-120.42447,-120.42447,50.298573,50.298573,-50.276146,-50.276146,22.458557,22.458557,-17.110756,-17.110756,6.858607,6.858607,-9.084363,-9.084363,4.6861677,4.6861677,-9.815458,-9.815458,1.5661935,1.5661935,-4.541364,-4.541364,0.072894104,0.072894104,-7.3272486,-7.3272486,-1.0180275,-1.0180275,-8.25255,-8.25255,2.8893085,2.8893085,-4.946404,-4.946404,-0.5791289,-0.5791289,-6.964214,-6.964214,-3.623433,-3.623433,4
104625-4-1-8,7,0.64928585,0.041423026,0.075358294,0.000659105,2920.213805,25642.60077,2408.209348,37613.9502,5480.013491,81047.94356,0.18977206,0.001364475,-72.95299,-72.95299,70.50184,70.50184,-27.226772,-27.226772,26.57472,26.57472,-19.16053,-19.16053,1.6660361,1.6660361,-7.3451233,-7.3451233,1.854628,1.854628,-5.584944,-5.584944,2.3269815,2.3269815,-9.142449,-9.142449,-0.608255,-0.608255,-9.196402,-9.196402,-1.8123982,-1.8123982,-11.944768,-11.944768,1.4887106,1.4887106,-5.4990897,-5.4990897,-2.3342328,-2.3342328,-6.9636965,-6.9636965,-1.9850079,-1.9850079,4
104817-4-0-0,2,0.47716808,0.055817593,0.044296727,0.000117106,4375.663099,100214.086,2837.625643,8234.98117,8078.311845,192900.5438,0.331940932,0.001959754,-131.24446,-131.24446,-9.398885,-9.398885,-50.203762,-50.203762,-14.7128525,-14.7128525,-22.974821,-22.974821,-10.366153,-10.366153,4.1077657,4.1077657,6.0416794,6.0416794,-1.19703,-1.19703,0.8654166,0.8654166,-4.7970915,-4.7970915,3.903996,3.903996,-6.204863,-6.204863,7.167266,7.167266,1.4892218,1.4892218,10.370108,10.370108,7.2310324,7.2310324,9.473783,9.473783,1.08422,1.08422,-2.0036008,-2.0036008,4
104817-4-0-1,2,0.5093314,0.047863618,0.052688763,4.34E-06,4452.348123,11626.34908,2849.352825,1293.341562,8204.772738,20753.93102,0.339939713,0.000471605,-105.964165,-105.964165,-14.168234,-14.168234,-53.41011,-53.41011,-18.13869,-18.13869,-23.412107,-23.412107,-10.792956,-10.792956,-1.1182868,-1.1182868,0.14758706,0.14758706,-5.306528,-5.306528,-2.117197,-2.117197,-3.8311818,-3.8311818,4.2171235,4.2171235,-5.66269,-5.66269,5.8235245,5.8235245,1.0740312,1.0740312,9.761266,9.761266,7.5113554,7.5113554,10.945002,10.945002,-1.3468451,-1.3468451,-4.226597,-4.226597,4
104817-4-0-10,2,0.50671107,0.053738084,0.046836678,0.00011827,4265.428348,28188.40635,2755.546077,3456.440181,7885.010895,53493.11331,0.321735007,0.000879489,-125.57334,-125.57334,-11.927867,-11.927867,-59.142498,-59.142498,-15.983466,-15.983466,-26.077295,-26.077295,-13.448354,-13.448354,1.4853206,1.4853206,1.2487509,1.2487509,-2.8922842,-2.8922842,1.55256,1.55256,-6.6347475,-6.6347475,6.4425845,6.4425845,-5.7448373,-5.7448373,0.917872,0.917872,-4.990711,-4.990711,4.9845095,4.9845095,2.5895798,2.5895798,6.955203,6.955203,2.6431324,2.6431324,1.4821174,1.4821174,4
104817-4-0-11,2,0.5674986,0.051728595,0.027882298,0.000215922,4005.90501,48548.1263,2692.074097,3937.211145,7518.697503,122118.1002,0.292212337,0.000840348,-183.47966,-183.47966,0.5956234,0.5956234,-57.026634,-57.026634,-8.088224,-8.088224,-20.64771,-20.64771,-10.791096,-10.791096,1.4665098,1.4665098,6.978551,6.978551,-0.55245227,-0.55245227,4.460567,4.460567,-3.7086117,-3.7086117,9.896999,9.896999,-4.634189,-4.634189,-1.3249677,-1.3249677,-8.023135,-8.023135,1.8947574,1.8947574,-2.5390167,-2.5390167,6.1273932,6.1273932,4.7828145,4.7828145,6.919706,6.919706,4
104817-4-0-2,2,0.5335581,0.048385907,0.055151384,1.14E-05,4472.99816,6264.273768,2832.916431,1899.789407,8200.789717,18570.70227,0.341870258,0.000581041,-104.97846,-104.97846,-18.800423,-18.800423,-58.288437,-58.288437,-19.955948,-19.955948,-22.658346,-22.658346,-9.030642,-9.030642,-2.2696784,-2.2696784,-2.8784723,-2.8784723,-5.913999,-5.913999,-1.4166608,-1.4166608,-2.7281547,-2.7281547,4.759049,4.759049,-7.2987666,-7.2987666,3.8696473,3.8696473,-1.0594046,-1.0594046,6.873178,6.873178,7.806002,7.806002,12.547608,12.547608,-1.2867273,-1.2867273,-4.8803625,-4.8803625,4
104817-4-0-3,2,0.5128805,0.050283838,0.054782514,2.39E-05,4445.431385,9053.945102,2821.246867,1593.444634,8144.156148,17902.79187,0.343501626,0.000461205,-106.64293,-106.64293,-17.289787,-17.289787,-57.125458,-57.125458,-18.388609,-18.388609,-24.085196,-24.085196,-9.512389,-9.512389,-1.1473359,-1.1473359,-1.7007277,-1.7007277,-4.0539656,-4.0539656,-1.338447,-1.338447,-4.6018066,-4.6018066,5.0520067,5.0520067,-7.127703,-7.127703,4.22622,4.22622,-1.0978236,-1.0978236,5.734835,5.734835,7.121338,7.121338,12.124568,12.124568,-0.26054803,-0.26054803,-5.323722,-5.323722,4
104817-4-0-4,2,0.46720192,0.050885778,0.05019304,2.03E-05,4418.462444,5714.847477,2841.883801,1550.914998,8133.327312,14658.27942,0.336072977,0.000426382,-113.42578,-113.42578,-12.638565,-12.638565,-52.721233,-52.721233,-17.166769,-17.166769,-25.928892,-25.928892,-13.069959,-13.069959,-2.1393964,-2.1393964,-1.5563288,-1.5563288,-4.223959,-4.223959,-1.1576802,-1.1576802,-6.489178,-6.489178,4.9677114,4.9677114,-5.290124,-5.290124,7.0389743,7.0389743,0.45768198,0.45768198,6.5752554,6.5752554,6.7636824,6.7636824,9.7113085,9.7113085,-1.2933846,-1.2933846,-5.038208,-5.038208,4
104817-4-0-5,2,0.4216829,0.05036098,0.04865684,9.89E-06,4449.443723,4831.424067,2847.800339,1574.617517,8143.533801,16636.37031,0.337805952,0.000526713,-116.574196,-116.574196,-12.998346,-12.998346,-51.35067,-51.35067,-17.649672,-17.649672,-27.035551,-27.035551,-12.514307,-12.514307,-1.4103782,-1.4103782,-2.070894,-2.070894,-4.8119392,-4.8119392,-0.99934465,-0.99934465,-8.424703,-8.424703,5.205307,5.205307,-4.2539773,-4.2539773,8.249787,8.249787,0.6448101,0.6448101,6.5529814,6.5529814,6.874125,6.874125,7.2533484,7.2533484,-2.7435775,-2.7435775,-4.859735,-4.859735,4
104817-4-0-6,2,0.42398813,0.051003,0.049500268,1.51E-05,4445.680105,5304.572392,2836.010994,2187.983031,8117.955343,20268.52378,0.339688516,0.000477481,-115.090614,-115.090614,-13.468739,-13.468739,-51.964607,-51.964607,-17.739492,-17.739492,-26.826435,-26.826435,-11.537747,-11.537747,-0.8873234,-0.8873234,-2.1507246,-2.1507246,-5.2017727,-5.2017727,-0.8971887,-0.8971887,-9.01718,-9.01718,5.3844323,5.3844323,-4.4235454,-4.4235454,6.57969,6.57969,-0.10799364,-0.10799364,7.3415513,7.3415513,7.6559877,7.6559877,8.365155,8.365155,-2.6799622,-2.6799622,-5.192218,-5.192218,4
104817-4-0-7,2,0.49114388,0.05302907,0.04996865,1.13E-05,4435.73671,4360.103741,2811.646605,2835.105201,8057.898867,23309.93563,0.341664221,0.000457665,-115.01443,-115.01443,-15.141466,-15.141466,-54.572163,-54.572163,-17.51472,-17.51472,-25.8856,-25.8856,-10.938455,-10.938455,-1.5931047,-1.5931047,-2.8328772,-2.8328772,-5.9078608,-5.9078608,0.1263795,0.1263795,-7.0134335,-7.0134335,6.1937127,6.1937127,-5.1971836,-5.1971836,4.591199,4.591199,-1.4714586,-1.4714586,6.634891,6.634891,7.05203,7.05203,9.538231,9.538231,-1.7998859,-1.7998859,-6.183261,-6.183261,4
104817-4-0-8,2,0.53812003,0.053366806,0.045737628,3.47E-05,4339.195821,34724.12337,2779.410752,4110.492041,7942.204576,56014.1588,0.330586163,0.001046022,-124.73189,-124.73189,-12.836044,-12.836044,-56.911465,-56.911465,-16.874271,-16.874271,-26.081985,-26.081985,-11.062716,-11.062716,-0.2968253,-0.2968253,-1.943141,-1.943141,-6.2836866,-6.2836866,-0.1775474,-0.1775474,-5.644206,-5.644206,6.164449,6.164449,-6.691112,-6.691112,1.7379756,1.7379756,-4.943697,-4.943697,4.2602534,4.2602534,4.484215,4.484215,8.356952,8.356952,0.3838104,0.3838104,-1.4248842,-1.4248842,4
104817-4-0-9,2,0.5091488,0.053765323,0.04769495,6.23E-05,4310.413944,34930.67053,2782.354683,4269.170375,7955.460565,58854.6003,0.324252619,0.000853499,-122.08429,-122.08429,-12.378476,-12.378476,-57.781036,-57.781036,-17.558388,-17.558388,-26.896744,-26.896744,-12.977624,-12.977624,1.323634,1.323634,-0.55124557,-0.55124557,-5.7303205,-5.7303205,-0.6743611,-0.6743611,-6.6540456,-6.6540456,5.7555637,5.7555637,-6.4264812,-6.4264812,1.9938085,1.9938085,-4.206647,-4.206647,5.817797,5.817797,5.1186543,5.1186543,8.48867,8.48867,2.2441459,2.2441459,0.5200318,0.5200318,4
107842-4-0-0,6,0.54299426,0.048091225,0.11470135,9.03E-05,4603.20353,73215.21632,2858.877259,18635.42106,8276.093694,297245.9514,0.372888819,0.001830619,-23.085442,-23.085442,2.2866533,2.2866533,-18.044271,-18.044271,17.4593,17.4593,-2.565876,-2.565876,7.77592,7.77592,-4.201981,-4.201981,-4.7118177,-4.7118177,5.8288517,5.8288517,7.348131,7.348131,-6.726787,-6.726787,-3.0443432,-3.0443432,-3.8870165,-3.8870165,-4.5499196,-4.5499196,-13.300446,-13.300446,-2.373509,-2.373509,-7.6147385,-7.6147385,5.40262,5.40262,-5.5080585,-5.5080585,0.6713852,0.6713852,4
107842-4-0-1,6,0.499843,0.054952785,0.11470156,0.000240088,4855.131189,222164.905,2908.748259,33635.54315,8564.178079,523303.5214,0.408124097,0.005299548,-29.644407,-29.644407,-3.4829552,-3.4829552,-16.251572,-16.251572,16.218884,16.218884,0.22247148,0.22247148,7.824919,7.824919,-3.1769474,-3.1769474,-8.540841,-8.540841,6.294191,6.294191,7.2863507,7.2863507,-6.7341137,-6.7341137,-6.971859,-6.971859,-0.5972031,-0.5972031,-4.1679163,-4.1679163,-12.84543,-12.84543,-3.3784063,-3.3784063,-12.455364,-12.455364,3.9568372,3.9568372,-5.2260704,-5.2260704,1.0761751,1.0761751,4
107842-4-0-2,6,0.52861536,0.05733274,0.11104866,0.000895658,5053.287341,158459.012,2898.408863,34156.09379,8667.176493,436601.195,0.435476314,0.004784159,-40.694954,-40.694954,-10.255446,-10.255446,-14.733332,-14.733332,12.635209,12.635209,-0.83361834,-0.83361834,8.836582,8.836582,-4.8624654,-4.8624654,-6.6297317,-6.6297317,4.5070605,4.5070605,6.5450234,6.5450234,-4.6622105,-4.6622105,-7.314669,-7.314669,-1.0088125,-1.0088125,-5.973594,-5.973594,-12.394275,-12.394275,-2.836076,-2.836076,-10.644278,-10.644278,3.3453548,3.3453548,-5.395922,-5.395922,0.3617661,0.3617661,4
107842-4-1-0,6,0.67691845,0.037760705,0.009166537,5.03E-05,3886.097031,1190289.674,2726.847546,6431.818517,7150.581761,1516317.358,0.266974198,0.020481347,-337.47354,-337.47354,11.480961,11.480961,-24.139881,-24.139881,16.882229,16.882229,0.55331445,0.55331445,11.681872,11.681872,1.5149419,1.5149419,8.886221,8.886221,8.049263,8.049263,14.16952,14.16952,9.050022,9.050022,8.637128,8.637128,1.9037197,1.9037197,4.549207,4.549207,-1.9048177,-1.9048177,1.744138,1.744138,-4.3385696,-4.3385696,5.151951,5.151951,0.26817176,0.26817176,3.480247,3.480247,4
107842-4-2-0,6,0.60073215,0.04505567,0.10373061,0.001026729,4476.513352,69820.48998,2835.800168,11556.20491,7980.354441,123946.3696,0.348912234,0.002564169,-34.545784,-34.545784,7.7110243,7.7110243,-12.16851,-12.16851,20.465607,20.465607,-7.2834764,-7.2834764,3.820992,3.820992,-0.44149745,-0.44149745,4.9171014,4.9171014,-2.2774317,-2.2774317,3.4850128,3.4850128,-1.4484346,-1.4484346,0.7767078,0.7767078,-4.62877,-4.62877,-3.7672758,-3.7672758,-11.515649,-11.515649,0.5175389,0.5175389,-7.064065,-7.064065,4.218525,4.218525,-5.0358596,-5.0358596,-1.1375874,-1.1375874,4
107842-4-2-1,6,0.5310615,0.045955304,0.117245,0.000680756,4541.100562,99554.61345,2938.452046,25362.82109,8218.962247,287223.9646,0.349538814,0.002417241,-19.793043,-19.793043,11.215486,11.215486,-8.423797,-8.423797,18.196924,18.196924,-4.5295587,-4.5295587,3.778079,3.778079,-1.8938441,-1.8938441,3.5106053,3.5106053,-0.48997515,-0.48997515,0.56147647,0.56147647,-3.1586695,-3.1586695,-1.5292722,-1.5292722,-8.196928,-8.196928,-6.8982115,-6.8982115,-16.148745,-16.148745,1.340026,1.340026,-5.400248,-5.400248,4.1051836,4.1051836,-6.94851,-6.94851,-1.9778527,-1.9778527,4
107842-4-2-2,6,0.4628758,0.0636678,0.12645192,0.000587987,5292.166602,443839.5671,3133.813607,39737.66488,9013.574783,399930.6656,0.464942535,0.013767226,-26.978025,-26.978025,0.59448755,0.59448755,-1.4337773,-1.4337773,11.339832,11.339832,1.3548497,1.3548497,-0.8420638,-0.8420638,0.40082818,0.40082818,-1.7627817,-1.7627817,2.0801144,2.0801144,-2.2955935,-2.2955935,-3.0889473,-3.0889473,-3.2058938,-3.2058938,-7.7294393,-7.7294393,-6.8990126,-6.8990126,-17.138924,-17.138924,-0.720859,-0.720859,-10.049534,-10.049534,4.913208,4.913208,-7.9930453,-7.9930453,-1.195151,-1.195151,4
107842-4-2-3,6,0.4234116,0.07541161,0.14716421,0.000238751,5959.55263,189012.3775,3220.803111,15085.75339,9534.852556,40333.14135,0.563860414,0.008403824,-26.76137,-26.76137,-9.757318,-9.757318,6.306988,6.306988,7.365871,7.365871,8.961536,8.961536,-5.081397,-5.081397,0.36438605,0.36438605,-3.5723746,-3.5723746,2.8239877,2.8239877,-0.81753135,-0.81753135,-4.673536,-4.673536,-1.8084974,-1.8084974,-5.082886,-5.082886,-4.7164383,-4.7164383,-14.211282,-14.211282,-4.8409615,-4.8409615,-15.510663,-15.510663,4.177183,4.177183,-7.6151476,-7.6151476,-0.73196566,-0.73196566,4
107842-4-2-4,6,0.48814213,0.0700709,0.09628948,0.003483811,5500.856403,777416.9133,2984.015852,55183.58121,8907.340166,830229.7852,0.491752845,0.01917294,-106.22724,-106.22724,-12.43146,-12.43146,-3.3840241,-3.3840241,11.689124,11.689124,7.30038,7.30038,1.1030587,1.1030587,-3.3050811,-3.3050811,1.9078634,1.9078634,-2.288913,-2.288913,4.803835,4.803835,1.9403996,1.9403996,3.8942347,3.8942347,-2.9522192,-2.9522192,1.2038169,1.2038169,-7.8267603,-7.8267603,-0.14182313,-0.14182313,-12.063582,-12.063582,4.3105583,4.3105583,-5.6138473,-5.6138473,-0.7778217,-0.7778217,4
107842-4-3-0,6,0.67082596,0.037841167,0.009289731,4.00E-05,4212.011054,487016.8945,2728.378574,12298.25972,7604.585266,332279.7711,0.302947998,0.011409237,-322.94394,-322.94394,-3.0576057,-3.0576057,-30.006626,-30.006626,18.269821,18.269821,2.5898373,2.5898373,14.01861,14.01861,0.9202087,0.9202087,4.332061,4.332061,1.243734,1.243734,13.902517,13.902517,10.13106,10.13106,12.203664,12.203664,7.0356336,7.0356336,11.573804,11.573804,0.03538862,0.03538862,5.396034,5.396034,-1.6396005,-1.6396005,9.948273,9.948273,1.9786067,1.9786067,1.2557523,1.2557523,4
118278-4-0-0,10,0.65279555,0.039957486,0.018355409,0.000153167,1993.086201,121558.4963,2307.730133,25890.43623,4343.670266,653484.7051,0.090484443,0.001296078,-283.17084,-283.17084,107.4825,107.4825,-24.828026,-24.828026,7.0895514,7.0895514,-2.3749547,-2.3749547,23.237724,23.237724,3.831498,3.831498,23.004425,23.004425,1.5002185,1.5002185,19.903137,19.903137,-6.0791297,-6.0791297,18.500383,18.500383,-7.1915317,-7.1915317,6.7480693,6.7480693,-1.9015099,-1.9015099,7.296219,7.296219,-2.4505637,-2.4505637,2.2514398,2.2514398,0.74118245,0.74118245,1.7739571,1.7739571,4
118278-4-0-1,10,0.61211485,0.048076246,0.017485887,7.77E-05,2130.335804,65997.99528,2297.868853,21142.69357,4493.157994,392703.7269,0.106388864,0.001143102,-268.881,-268.881,102.40051,102.40051,-34.55279,-34.55279,6.288198,6.288198,-4.8903394,-4.8903394,22.600626,22.600626,4.238883,4.238883,23.663555,23.663555,-0.6059719,-0.6059719,22.408342,22.408342,-6.226664,-6.226664,20.612936,20.612936,-8.203214,-8.203214,6.536137,6.536137,-1.7243282,-1.7243282,6.662359,6.662359,-2.8920913,-2.8920913,1.497649,1.497649,1.8586031,1.8586031,2.5477796,2.5477796,4
118278-4-0-10,10,0.6131553,0.046534866,0.007533371,4.42E-07,2273.493807,42889.86082,2452.87308,30774.50737,5189.750892,547280.3372,0.123128726,0.000382079,-316.59805,-316.59805,106.08269,106.08269,-21.055998,-21.055998,7.2320833,7.2320833,-4.379937,-4.379937,21.75569,21.75569,-3.667451,-3.667451,18.12451,18.12451,-3.1451237,-3.1451237,18.543356,18.543356,-7.9830427,-7.9830427,13.71459,13.71459,-9.752082,-9.752082,5.1822276,5.1822276,-7.959958,-7.959958,5.667964,5.667964,-8.826463,-8.826463,3.8949976,3.8949976,-4.9244766,-4.9244766,1.1777788,1.1777788,4
118278-4-0-11,10,0.61081254,0.048517633,0.008284014,1.31E-06,2220.071123,42639.19456,2438.373528,29506.69901,5020.534767,473897.7039,0.115121478,0.000302062,-313.19415,-313.19415,106.52514,106.52514,-21.554676,-21.554676,5.03065,5.03065,-4.355107,-4.355107,21.264153,21.264153,-1.6515715,-1.6515715,19.249899,19.249899,-1.9326546,-1.9326546,18.166885,18.166885,-4.8328753,-4.8328753,14.029218,14.029218,-8.077746,-8.077746,7.5345883,7.5345883,-7.491746,-7.491746,5.4277024,5.4277024,-7.9577255,-7.9577255,4.3456135,4.3456135,-3.7620628,-3.7620628,1.6019669,1.6019669,4
118278-4-0-12,10,0.63092923,0.04033033,0.008361612,1.44E-06,2245.98537,33689.89331,2448.307342,22585.78924,5065.654918,428182.7803,0.118974101,0.000336996,-310.7323,-310.7323,106.16416,106.16416,-22.829042,-22.829042,3.4427896,3.4427896,-4.0060806,-4.0060806,20.19133,20.19133,-1.0195436,-1.0195436,20.022583,20.022583,-2.7433803,-2.7433803,18.483463,18.483463,-6.2174797,-6.2174797,15.705264,15.705264,-8.735963,-8.735963,9.013742,9.013742,-6.3791356,-6.3791356,4.9796667,4.9796667,-6.9406314,-6.9406314,1.9471697,1.9471697,-2.081603,-2.081603,0.43069503,0.43069503,4
118278-4-0-13,10,0.6270785,0.043446053,0.010300097,3.04E-05,2031.628038,121497.2558,2280.133123,51752.31999,4443.245772,963478.4859,0.105288114,0.001147538,-313.48257,-313.48257,113.738686,113.738686,-25.043121,-25.043121,5.6295667,5.6295667,-4.7662406,-4.7662406,20.357971,20.357971,0.2726168,0.2726168,20.797422,20.797422,-2.156531,-2.156531,18.322985,18.322985,-6.428773,-6.428773,16.248787,16.248787,-6.898976,-6.898976,7.029935,7.029935,-3.12468,-3.12468,3.4893997,3.4893997,-5.420028,-5.420028,0.663415,0.663415,-0.105713025,-0.105713025,-0.97518677,-0.97518677,4
118278-4-0-2,10,0.61914355,0.051797178,0.020325255,4.22E-05,2053.688652,69570.44869,2248.539751,15643.8602,4321.576951,357273.2894,0.095728527,0.001124846,-262.9911,-262.9911,101.758354,101.758354,-37.477806,-37.477806,9.8817005,9.8817005,-3.4418113,-3.4418113,24.876575,24.876575,3.365705,3.365705,25.401003,25.401003,0.4140466,0.4140466,26.388254,26.388254,-2.6432276,-2.6432276,20.689304,20.689304,-8.151837,-8.151837,5.641696,5.641696,1.168474,1.168474,5.774974,5.774974,-1.9927797,-1.9927797,3.3685317,3.3685317,4.791673,4.791673,2.731083,2.731083,4
118278-4-0-3,10,0.6807757,0.040612053,0.021053579,7.23E-05,2030.084217,116868.7937,2393.904842,32744.0191,4696.6032,1003715.697,0.080546649,0.001141985,-278.20663,-278.20663,102.38646,102.38646,-23.048094,-23.048094,12.282342,12.282342,4.2864084,4.2864084,27.646513,27.646513,0.69430786,0.69430786,24.384724,24.384724,-0.59454894,-0.59454894,26.886307,26.886307,-2.6069891,-2.6069891,19.78346,19.78346,-9.005958,-9.005958,4.9662924,4.9662924,1.8204021,1.8204021,4.825919,4.825919,-2.3125281,-2.3125281,4.9628816,4.9628816,5.261782,5.261782,1.0816647,1.0816647,4
118278-4-0-4,10,0.6481341,0.04800414,0.016620236,6.83E-05,2220.545049,110122.9735,2528.175493,28034.5902,5389.64872,1036598.17,0.098683616,0.001365802,-284.06793,-284.06793,99.56746,99.56746,-17.51395,-17.51395,8.972869,8.972869,4.2511954,4.2511954,24.644712,24.644712,-1.7915529,-1.7915529,22.875622,22.875622,-1.529162,-1.529162,25.58505,25.58505,-5.7628274,-5.7628274,18.23174,18.23174,-9.720297,-9.720297,4.7896547,4.7896547,-1.3060038,-1.3060038,3.3914812,3.3914812,-3.4972746,-3.4972746,3.9970007,3.9970007,2.515302,2.515302,-0.58453065,-0.58453065,4
118278-4-0-5,10,0.5923253,0.052787945,0.010790662,8.19E-06,2294.302996,39250.98506,2507.358806,25136.19529,5389.150842,611796.7025,0.116377461,0.000498464,-294.9956,-294.9956,102.1622,102.1622,-20.140682,-20.140682,7.8545456,7.8545456,0.2796482,0.2796482,22.373528,22.373528,-4.4761305,-4.4761305,19.690731,19.690731,-2.1007361,-2.1007361,24.323452,24.323452,-8.356487,-8.356487,16.011854,16.011854,-11.931514,-11.931514,5.1588507,5.1588507,-4.7114305,-4.7114305,4.051323,4.051323,-6.108034,-6.108034,2.5520878,2.5520878,-0.98535097,-0.98535097,-0.60419095,-0.60419095,4
118278-4-0-6,10,0.6108864,0.049093883,0.008857752,1.77E-06,2284.311703,32417.46752,2470.775815,20050.95054,5311.295244,576653.7462,0.122671491,0.000352918,-303.97433,-303.97433,106.300964,106.300964,-20.64186,-20.64186,8.916517,8.916517,-0.08861985,-0.08861985,22.253582,22.253582,-6.483156,-6.483156,18.79581,18.79581,-5.2839904,-5.2839904,22.762018,22.762018,-10.0573225,-10.0573225,15.332342,15.332342,-12.697607,-12.697607,5.830578,5.830578,-3.8333337,-3.8333337,2.4370759,2.4370759,-6.6132812,-6.6132812,0.5656586,0.5656586,-0.2159565,-0.2159565,-1.9045528,-1.9045528,4
118278-4-0-7,10,0.62998146,0.047318373,0.009239892,1.87E-06,2199.161492,44286.44106,2435.425136,26018.5136,5137.660455,812247.4465,0.116312545,0.000367355,-306.96176,-306.96176,110.749626,110.749626,-19.696123,-19.696123,9.991211,9.991211,1.0091025,1.0091025,23.721544,23.721544,-7.517099,-7.517099,18.819078,18.819078,-7.597333,-7.597333,23.023434,23.023434,-9.72688,-9.72688,16.988897,16.988897,-12.46872,-12.46872,5.4847836,5.4847836,-3.3517962,-3.3517962,1.0340141,1.0340141,-5.770917,-5.770917,0.4975049,0.4975049,0.9537924,0.9537924,-2.3776484,-2.3776484,4
118278-4-0-8,10,0.6141862,0.04516276,0.008919823,1.38E-06,2214.325098,45634.80592,2427.072882,28046.62821,5056.257479,746012.7318,0.123532334,0.000488633,-308.29367,-308.29367,109.70418,109.70418,-21.95706,-21.95706,9.607174,9.607174,1.3637187,1.3637187,24.309286,24.309286,-6.913205,-6.913205,15.594259,15.594259,-6.1924,-6.1924,23.672651,23.672651,-9.402119,-9.402119,16.873213,16.873213,-12.307193,-12.307193,4.9605827,4.9605827,-4.587841,-4.587841,2.5575657,2.5575657,-7.7406325,-7.7406325,0.60280395,0.60280395,0.95695645,0.95695645,-1.4778719,-1.4778719,4
118278-4-0-9,10,0.6273051,0.042540368,0.007741322,7.36E-07,2335.778136,32424.06652,2482.244759,25703.90682,5363.821323,575687.2309,0.134477737,0.000386566,-312.78122,-312.78122,104.78678,104.78678,-22.608252,-22.608252,8.298275,8.298275,-0.95651424,-0.95651424,22.83939,22.83939,-5.6136594,-5.6136594,16.03818,16.03818,-4.298183,-4.298183,21.58122,21.58122,-10.144371,-10.144371,14.962309,14.962309,-11.514964,-11.514964,5.0367165,5.0367165,-7.052232,-7.052232,4.6013827,4.6013827,-9.266688,-9.266688,1.5571171,1.5571171,-1.0549387,-1.0549387,0.34149793,0.34149793,4
118440-4-0-0,5,0.3811763,0.07600541,0.05054977,0.000736683,3619.189787,669958.8388,2550.470297,69939.11345,6497.444661,1837888.703,0.255732784,0.010665992,-157.66228,-157.66228,32.960598,32.960598,-33.71422,-33.71422,3.0847337,3.0847337,-21.239828,-21.239828,6.7979636,6.7979636,0.6203364,0.6203364,-7.9191823,-7.9191823,-9.001806,-9.001806,0.6140388,0.6140388,1.5053861,1.5053861,5.7128897,5.7128897,4.784882,4.784882,-0.6824818,-0.6824818,-8.625212,-8.625212,-0.3725928,-0.3725928,-2.9310887,-2.9310887,2.406093,2.406093,-5.09815,-5.09815,5.130566,5.130566,4
